	Unnamed..0	idiom_id	language_id	domain_id	super_domain_name	domain_name	Reference	Left	KWIC	Right	sentence_clean	context_clean	NLP_town_stars_context_window	NLP_town_stars_sentence	Cardiff_NLP_context_window	Cardiff_NLP_sentence
47	p01fr_3480	p01fr	fr	p	culture	gestures_postures_facial_expressions	angusmacgyver.fr	la référence ultime pour tout fan qui se respecte! </s><s> Un grand bravo!" </s><s> Re: Livre d''or </s><s> "Bonjour Je découvre le site et je tire	mon chapeau	à l''auteur pour le travail accompli. c''est hyper complet de chez complet ( à se demander si c''est pas MacGyver lui même	Re: Livre d''or  "Bonjour Je découvre le site et je tire mon chapeau à l''auteur pour le travail accompli.	la référence ultime pour tout fan qui se respecte!  Un grand bravo!"  Re: Livre d''or  "Bonjour Je découvre le site et je tire mon chapeau à l''auteur pour le travail accompli. c''est hyper complet de chez complet ( à se demander si c''est pas MacGyver lui même	3	5	1	1
35	f14fr_588	f14fr	fr	f	intertextuality	fables_folk_narratives	caeuc.org	de ces entreprises. </s><s> Vous cherchez le meilleur parmi un large éventail de ces organismes, c''est comme chercher	une aiguille dans une botte de foin	. </s><s> Mais si vous êtes suffisamment déterminés à faire vos devoirs avec ces services de marketing, les résultats seraient	Vous cherchez le meilleur parmi un large éventail de ces organismes, c''est comme chercher une aiguille dans une botte de foin .	de ces entreprises.  Vous cherchez le meilleur parmi un large éventail de ces organismes, c''est comme chercher une aiguille dans une botte de foin .  Mais si vous êtes suffisamment déterminés à faire vos devoirs avec ces services de marketing, les résultats seraient	5	4	-1	-1
37	o01fr_166	o01fr	fr	o	natural_phenomena	time_space	simonlacroix.com	, ils reçoivent le journal de bord d''Esbark à travers la galaxie. </s><s> En attendant chacune de ses transmissions, ils	tuent le temps	comme ils peuvent et ne foutent pas grand chose de constructif. </s><s> Leur passe-temps favori est de regarder les aventures	En attendant chacune de ses transmissions, ils tuent le temps comme ils peuvent et ne foutent pas grand chose de constructif.	, ils reçoivent le journal de bord d''Esbark à travers la galaxie.  En attendant chacune de ses transmissions, ils tuent le temps comme ils peuvent et ne foutent pas grand chose de constructif.  Leur passe-temps favori est de regarder les aventures	2	4	-1	1
34	r03fr_6344	r03fr	fr	r	natural_phenomena	physical_reactions_sensations	emoto.com	est facilité par une boîte rapide et précise ainsi que par une poignée des gaz très rapide qui permet d''ouvrir en grand	en un clin d''oeil	, dès que l''on aperçoit la sortie du virage en fait. </s><s> Si le pilotage demande un peu de temps pour la prise en main, le	est facilité par une boîte rapide et précise ainsi que par une poignée des gaz très rapide qui permet d''ouvrir en grand en un clin d''oeil , dès que l''on aperçoit la sortie du virage en fait.	est facilité par une boîte rapide et précise ainsi que par une poignée des gaz très rapide qui permet d''ouvrir en grand en un clin d''oeil , dès que l''on aperçoit la sortie du virage en fait.  Si le pilotage demande un peu de temps pour la prise en main, le	5	4	1	0
43	f24fr_18	f24fr	fr	f	intertextuality	fables_folk_narratives	forums-actifs.com	d''avoir une soeur , surtout une aussi magnifique que celle que j''ai ! Elle est juste formidable , elle et moi , c'' est	comme chien et chat	, on se crie dessus mais on s''aime énormément .. Et puis elle est ni plus jeune , ni plus vieille , enfin , je suis venu au	Elle est juste formidable , elle et moi , c'' est comme chien et chat , on se crie dessus mais on s''aime énormément ..	d''avoir une soeur , surtout une aussi magnifique que celle que j''ai ! Elle est juste formidable , elle et moi , c'' est comme chien et chat , on se crie dessus mais on s''aime énormément .. Et puis elle est ni plus jeune , ni plus vieille , enfin , je suis venu au	5	5	1	1
16	k10fr_2271	k10fr	fr	k	culture	special_concepts_world	mondialisation.ca	par Bush père et Clinton. </s><s> L''invocation par Bush fils de l''article 5 du Pacte atlantique n''avait aucun sens. </s><s> C''est une	ironie du sort	, mais une chose peu surprenante que les Etats-Unis, qui prétendaient mettre sur pied l''OTAN afin de "protéger" l''	C''est une ironie du sort , mais une chose peu surprenante que les Etats-Unis, qui prétendaient mettre sur pied l''OTAN afin de "protéger" l''	par Bush père et Clinton.  L''invocation par Bush fils de l''article 5 du Pacte atlantique n''avait aucun sens.  C''est une ironie du sort , mais une chose peu surprenante que les Etats-Unis, qui prétendaient mettre sur pied l''OTAN afin de "protéger" l''	3	2	-1	-1
26	i05fr_109	i05fr	fr	i	culture	intellectual_technical_achievements	weedcity.fr	.. RESPECT AU GANG QUI SONT LA DEPUIS LA 1er HEURE ET QUI N''ONT PAS DISSOUS POUR L''APPÂT DU GAIN (on peut les compté	sur les doigts d''une main	) </s><s> Remarquez que ils s''emboitent ou pas, ça changera pas grand chose. </s><s> On est quelques uns à se foutre du classement. </s><s> Donc	RESPECT AU GANG QUI SONT LA DEPUIS LA 1er HEURE ET QUI N''ONT PAS DISSOUS POUR L''APPÂT DU GAIN (on peut les compté sur les doigts d''une main )  Remarquez que ils s''emboitent ou pas, ça changera pas grand chose.	.. RESPECT AU GANG QUI SONT LA DEPUIS LA 1er HEURE ET QUI N''ONT PAS DISSOUS POUR L''APPÂT DU GAIN (on peut les compté sur les doigts d''une main )  Remarquez que ils s''emboitent ou pas, ça changera pas grand chose.  On est quelques uns à se foutre du classement.  Donc	4	3	-1	-1
9	o04fr_1178	o04fr	fr	o	natural_phenomena	time_space	ovv.be	Emile Vandervelde, font savoir à Elio Di Rupo qu''ils sont épuisés. </s><s> Ils veulent des vacances, pour eux aussi, c''est	maintenant ou jamais	. </s><s> "Si vous voulez commencer à négocier immédiatement, ce sera sans nous." Mais si le communiqué royal envoie tout le	Ils veulent des vacances, pour eux aussi, c''est maintenant ou jamais .	Emile Vandervelde, font savoir à Elio Di Rupo qu''ils sont épuisés.  Ils veulent des vacances, pour eux aussi, c''est maintenant ou jamais .  "Si vous voulez commencer à négocier immédiatement, ce sera sans nous." Mais si le communiqué royal envoie tout le	5	1	0	-1
28	o13fr_82	o13fr	fr	o	natural_phenomena	time_space	gpspassion.com	routes .... mais ailleurs justement sur ces routes alternatives que des bouchons. </s><s> A méditer. </s><s> Pour l''instant je me fais	mon propre chemin	perso en pensant à ce que les autres vont faire et je fais encore différent et en général çà passe. </s><s> Il est vrai que je n''ai	Pour l''instant je me fais mon propre chemin perso en pensant à ce que les autres vont faire et je fais encore différent et en général çà passe.	routes .... mais ailleurs justement sur ces routes alternatives que des bouchons.  A méditer.  Pour l''instant je me fais mon propre chemin perso en pensant à ce que les autres vont faire et je fais encore différent et en général çà passe.  Il est vrai que je n''ai	3	3	1	1
17	f25fr_1817	f25fr	fr	f	intertextuality	fables_folk_narratives	lesechos.fr	une baisse de 50% à 90% de la visibilité (et du trafic) d''un site, certaines entreprises préfèrent alors jouer	au chat et à la souris	et détourner les failles de l''algorithme du moteur pour obtenir une visibilité tant que cela est possible. </s><s> Exemple de	une baisse de 50% à 90% de la visibilité (et du trafic) d''un site, certaines entreprises préfèrent alors jouer au chat et à la souris et détourner les failles de l''algorithme du moteur pour obtenir une visibilité tant que cela est possible.	une baisse de 50% à 90% de la visibilité (et du trafic) d''un site, certaines entreprises préfèrent alors jouer au chat et à la souris et détourner les failles de l''algorithme du moteur pour obtenir une visibilité tant que cela est possible.  Exemple de	2	2	-1	-1
14	c14fr_2467	c14fr	fr	c	intertextuality	ancient_sources	jeuxactu.com	trouver de nouvelles recettes, de ne pas puiser dans le passé et nos équipes de développement doivent certainement s''	arracher les cheveux	. </s><s> Mais encore une fois, il n''y a pas de Wii HD dans nos cartons, ça reste du domaine du fantasme d''analystes américains... </s>	trouver de nouvelles recettes, de ne pas puiser dans le passé et nos équipes de développement doivent certainement s'' arracher les cheveux .	trouver de nouvelles recettes, de ne pas puiser dans le passé et nos équipes de développement doivent certainement s'' arracher les cheveux .  Mais encore une fois, il n''y a pas de Wii HD dans nos cartons, ça reste du domaine du fantasme d''analystes américains... 	3	2	-1	-1
