"","Unnamed..0","idiom_id","language_id","domain_id","super_domain_name","domain_name","Reference","Left","KWIC","Right","sentence_clean","context_clean","NLP_town_stars_context_window","NLP_town_stars_sentence","Cardiff_NLP_context_window","Cardiff_NLP_sentence"
"38","r18ge_2314","r18ge","ge","r","natural_phenomena","physical_reactions_sensations","insidermarketing.de","mal schauen, ob ich bei dem Viral Mailer etwas erreichen kann. 300 Mails kostenlos versenden, das klingt einfach","zu schön um wahr zu sein",". </s><s> Er klingt jedoch sehr erfahren, also wird er wissen was er macht. </s> <gap/> <gap/> <s> Arbeit und Ausbildung bei Helbling","300 Mails kostenlos versenden, das klingt einfach zu schön um wahr zu sein .","mal schauen, ob ich bei dem Viral Mailer etwas erreichen kann. 300 Mails kostenlos versenden, das klingt einfach zu schön um wahr zu sein .  Er klingt jedoch sehr erfahren, also wird er wissen was er macht.     Arbeit und Ausbildung bei Helbling",1,4,1,1
"39","k13ge_1587","k13ge","ge","k","culture","special_concepts_world","yellowled.de","lohnt sich die Investition auch erst ab einem bestimmtem Alter. </s> <gap/> <gap/> <s> Heute morgen scheint Ronnie O''Sullivan","einen schwarzen Tag","erwischt zu haben – alle vier Frames vor dem Midsession Interval (einer Pause nach 4 von 8 Frames einer Session) gingen","Heute morgen scheint Ronnie O''Sullivan einen schwarzen Tag erwischt zu haben – alle vier Frames vor dem Midsession Interval (einer Pause nach 4 von 8 Frames einer Session) gingen","lohnt sich die Investition auch erst ab einem bestimmtem Alter.     Heute morgen scheint Ronnie O''Sullivan einen schwarzen Tag erwischt zu haben – alle vier Frames vor dem Midsession Interval (einer Pause nach 4 von 8 Frames einer Session) gingen",1,4,0,0
"40","b08ge_3269","b08ge","ge","b","intertextuality","bible","gesundial.de","von Verbraucherschützern, hier dringend Maßnahmen zu ergreifen. </s><s> Sie sind sich sicher, dass ""mehr Druck auf","die schwarzen Schafe","der Branche"" ausgeübt werden muss. </s><s> NRW-Verbraucherschutzminister Johannes Remmel (Grüne) bezeichnete die","Sie sind sich sicher, dass ""mehr Druck auf die schwarzen Schafe der Branche"" ausgeübt werden muss.","von Verbraucherschützern, hier dringend Maßnahmen zu ergreifen.  Sie sind sich sicher, dass ""mehr Druck auf die schwarzen Schafe der Branche"" ausgeübt werden muss.  NRW-Verbraucherschutzminister Johannes Remmel (Grüne) bezeichnete die",4,4,-1,0
"41","k20ge_1044","k20ge","ge","k","culture","special_concepts_world","beam-ebooks.de","unabwendbaren Schicksal überlassen, aber gleichzeitig sorgen wir mit all unserer Macht dafür, dass sie ihr Leben","bis zum letzten Atemzug","genießen können! </s><s> Das ist das Größte an Humanität, das der Menschheit jemals widerfahren durfte und wir selber sind","unabwendbaren Schicksal überlassen, aber gleichzeitig sorgen wir mit all unserer Macht dafür, dass sie ihr Leben bis zum letzten Atemzug genießen können!","unabwendbaren Schicksal überlassen, aber gleichzeitig sorgen wir mit all unserer Macht dafür, dass sie ihr Leben bis zum letzten Atemzug genießen können!  Das ist das Größte an Humanität, das der Menschheit jemals widerfahren durfte und wir selber sind",5,5,0,1
"42","a20ge_1046","a20ge","ge","a","intertextuality","ancient_sources","bvboisseree.de","zu schützen. </s><s> Lehnt diese beiden Anträge ab, um bekennt Euch klar zu Euren Fans in den Kurven! </s> <s> Gießt nicht noch mehr","Öl ins Feuer",". </s><s> Sorgt stattdessen mit sachlichen Entscheidungen und mehr Dialogbereitschaft dafür, dass wir Fans auch in Zukunft","Gießt nicht noch mehr Öl ins Feuer .","zu schützen.  Lehnt diese beiden Anträge ab, um bekennt Euch klar zu Euren Fans in den Kurven!   Gießt nicht noch mehr Öl ins Feuer .  Sorgt stattdessen mit sachlichen Entscheidungen und mehr Dialogbereitschaft dafür, dass wir Fans auch in Zukunft",1,5,-1,-1
"43","n03ge_362","n03ge","ge","n","natural_phenomena","forces_of_nature","news-und-trends.de","zentral platzierte Armloch bietet den Vorteil, dass selbst Säuglinge mühelos ihre Arme und damit automatisch auch","den Kopf über Wasser","halten . </s><s> Auf diese Weise entsteht im Wasser eine völlig unverkrampfte und natürliche Haltung. </s><s> Im Fachgeschäft sind","zentral platzierte Armloch bietet den Vorteil, dass selbst Säuglinge mühelos ihre Arme und damit automatisch auch den Kopf über Wasser halten .","zentral platzierte Armloch bietet den Vorteil, dass selbst Säuglinge mühelos ihre Arme und damit automatisch auch den Kopf über Wasser halten .  Auf diese Weise entsteht im Wasser eine völlig unverkrampfte und natürliche Haltung.  Im Fachgeschäft sind",5,5,0,0
"44","m04ge_1521","m04ge","ge","m","culture","material_culture_money_living","kommata.de","von Orientierung"" erkauft worden. </s><s> Hier helfe die Philosophie, da sie Gehalte des Lebens schaffe, die nicht","um jeden Preis","""von anderen bestätigt"" werden müssen. </s><s> ""Einsamkeit wird erträglich, je mehr ich mir meiner Sache sicher bin. </s>","Hier helfe die Philosophie, da sie Gehalte des Lebens schaffe, die nicht um jeden Preis ""von anderen bestätigt"" werden müssen.","von Orientierung"" erkauft worden.  Hier helfe die Philosophie, da sie Gehalte des Lebens schaffe, die nicht um jeden Preis ""von anderen bestätigt"" werden müssen.  ""Einsamkeit wird erträglich, je mehr ich mir meiner Sache sicher bin. ",4,5,1,0
"45","s03ge_5","s03ge","ge","s","natural_phenomena","human_body","edelight.de","die werdende Mutter. </s><s> Die Ketten lassen sich sogar teilen und später an die Kleinen weitergeben. </s><s> Ein ganz besonderes","Herz aus Gold","von Mom2moM gibt bei Nelly. </s><s> Und wenn der Bauch weg ist, dann sieht die Kette immer noch wunderschön aus. </s> <gap/> <gap/>","Ein ganz besonderes Herz aus Gold von Mom2moM gibt bei Nelly.","die werdende Mutter.  Die Ketten lassen sich sogar teilen und später an die Kleinen weitergeben.  Ein ganz besonderes Herz aus Gold von Mom2moM gibt bei Nelly.  Und wenn der Bauch weg ist, dann sieht die Kette immer noch wunderschön aus.   ",5,5,1,1
"46","m08ge_685","m08ge","ge","m","culture","material_culture_money_living","ayuryoga.ch",", über 1000 photographischen Darstellungen und detaillierten Anleitungen zu den einzelnen Asanas. </s><s> Dieses Buch ist","eine Goldgrube","praktischen Wissens, das den Leser immer wieder zu neuen Erkenntnissen führen wird. </s> <gap/> <gap/> <gap/> <s> Der","Dieses Buch ist eine Goldgrube praktischen Wissens, das den Leser immer wieder zu neuen Erkenntnissen führen wird.",", über 1000 photographischen Darstellungen und detaillierten Anleitungen zu den einzelnen Asanas.  Dieses Buch ist eine Goldgrube praktischen Wissens, das den Leser immer wieder zu neuen Erkenntnissen führen wird.      Der",5,5,1,1
"47","b03ge_1072","b03ge","ge","b","intertextuality","bible","links-netz.de",", die uns der real existierende Sozialismus hinterlassen hat, zeigen den muskelbepackten Arbeiter und Bauern","im Schweiße seines Angesichts","im Stoffwechsel mit der Natur. </s><s> Die Zeiten sind vorbei. </s><s> Heute heißt es nicht mehr Hart wie Kruppstahl, sondern Sanft wie",", die uns der real existierende Sozialismus hinterlassen hat, zeigen den muskelbepackten Arbeiter und Bauern im Schweiße seines Angesichts im Stoffwechsel mit der Natur.",", die uns der real existierende Sozialismus hinterlassen hat, zeigen den muskelbepackten Arbeiter und Bauern im Schweiße seines Angesichts im Stoffwechsel mit der Natur.  Die Zeiten sind vorbei.  Heute heißt es nicht mehr Hart wie Kruppstahl, sondern Sanft wie",5,5,0,-1
"48","f14ge_1146","f14ge","ge","f","intertextuality","fables_folk_narratives","allerdings-online.de","eine Hufeisen-Stadt-Rallye an. </s><s> Kinder können außerdem bei der Arbeitsgemeinschaft Urlaub & Freizeit auf dem Lande","die Nadel im Heuhaufen","suchen , alte Landmaschinen testen oder bei der Firma Zugvogel das Bogenschießen ausprobieren. </s><s> Selbstverständlich","Kinder können außerdem bei der Arbeitsgemeinschaft Urlaub & Freizeit auf dem Lande die Nadel im Heuhaufen suchen , alte Landmaschinen testen oder bei der Firma Zugvogel das Bogenschießen ausprobieren.","eine Hufeisen-Stadt-Rallye an.  Kinder können außerdem bei der Arbeitsgemeinschaft Urlaub & Freizeit auf dem Lande die Nadel im Heuhaufen suchen , alte Landmaschinen testen oder bei der Firma Zugvogel das Bogenschießen ausprobieren.  Selbstverständlich",4,5,0,0
"49","b29ge_5564","b29ge","ge","b","intertextuality","bible","neukunden-finder.de","mehrstufigen Prozess selbst zum Käufer qualifizieren. </s><s> Das Internet kann hierbei ein effektives Instrument sein, um","die Spreu vom Weizen","zu trennen . </s> <gap/> <gap/> <s> Auf dieser Seite werde ich von Zeit zu Zeit das eine oder andere Didgeridoo oder anderes","Das Internet kann hierbei ein effektives Instrument sein, um die Spreu vom Weizen zu trennen .","mehrstufigen Prozess selbst zum Käufer qualifizieren.  Das Internet kann hierbei ein effektives Instrument sein, um die Spreu vom Weizen zu trennen .     Auf dieser Seite werde ich von Zeit zu Zeit das eine oder andere Didgeridoo oder anderes",4,5,1,0
"50","s04ge_665","s04ge","ge","s","natural_phenomena","human_body","frag-beatrice.de","einer anderen Feier wieder. </s><s> Wie kann es sein, dass ich mit all meinen Erfahrungen im Leben, und derer sind es einige, so","den Kopf","verliere ? </s><s> Es wäre schön, könntest Du mir die Fragezeichen nehmen und mir einen Tip geben, wie ich weiter damit umgehen","Wie kann es sein, dass ich mit all meinen Erfahrungen im Leben, und derer sind es einige, so den Kopf verliere ?","einer anderen Feier wieder.  Wie kann es sein, dass ich mit all meinen Erfahrungen im Leben, und derer sind es einige, so den Kopf verliere ?  Es wäre schön, könntest Du mir die Fragezeichen nehmen und mir einen Tip geben, wie ich weiter damit umgehen",5,5,-1,1
